id,cause_of_death,region_origin,missing,dead,incident_region,date,source,reliability,lat,lon,affected_nationality
1,Presumed drowning,Middle East,1.0,1.0,Mediterranean,05/11/2015,IOM Greece,Verified,36.8915,27.2877,Iraq
3,Fell from train,Central America & Mexico,0,1.0,Central America incl. Mexico,03/11/2015,La Jornada,Partially Verified,15.9564,-93.6631,Honduras
4,Presumed drowning,Middle East,0,1.0,Mediterranean,03/11/2015,Hellenic Coast Guard,Verified,36.50438994,27.36325278,UNKNOWN
6,Drowning,MENA,6.0,4.0,Mediterranean,01/11/2015,Reuters,Partially Verified,37.2856,27.0866,UNKNOWN
7,Vehicle accident,South East Asia,0,4.0,Southeast Asia,01/11/2015,Phnom Penh Post,Partially Verified,13.3611,100.985,Cambodia
8,Drowning,MENA,0,11.0,Mediterranean,01/11/2015,Hellenic Coast Guard,Verified,37.75181406,26.96029054,UNKNOWN
9,Drowning,MENA,0,1.0,Mediterranean,01/11/2015,Hellenic Coast Guard,Verified,38.35754036,26.45215693,UNKNOWN
10,Drowning,MENA,0,1.0,Mediterranean,01/11/2015,Hellenic Coast Guard,Verified,39.27619474,26.38344341,UNKNOWN
11,Drowning,UNKNOWN,0.0,3.0,Mediterranean,28/10/2015,AP,Partially Verified,37.4578,26.9721,UNKNOWN
12,Died of unknown cause in hospital shortly after rescue,MENA,0,1.0,Mediterranean,28/10/2015,IOM Greece,Verified,39.37081581,26.17647329,Syria
13,Drowning,MENA,0,1.0,Mediterranean,26/10/2015,IOM Greece,Verified,39.28097838,26.38413005,Iran
14,Presumed drowning,South Asia,7.0,3.0,Mediterranean,23/10/2015,IOM Greece,Verified,39.27300546,26.42326885,Afghanistan
15,Presumed drowning,Middle East/ South Asia,0,1.0,Mediterranean,01/11/2015,Hellenic Coast Guard,Verified,39.27406857,26.38618999,UNKNOWN
16,Drowning,UNKNOWN,0,4.0,Mediterranean,31/10/2015,Hurriyet Daily News,Partially Verified,39.27991538,26.38893657,Afghanistan
17,Exposure. Died upon entry to refugee camp.,South Asia,0,1.0,Europe,31/10/2015,AP,Partially Verified,45.2604,19.1706,Afghan
18,Drowning,UNKNOWN,0,1.0,Mediterranean,30/10/2015,AP,Partially Verified,39.27406857,26.38824993,UNKNOWN
19,Drowning,Sub-Saharan Africa,0,8.0,Sub-Saharan Africa,30/10/2015,LINFO,Partially Verified,-11.8028,43.8519,Likely Comorian
20,Drowning,Middle East/ South Asia,0,1.0,Mediterranean,30/10/2015,Hellenic Coast Guard,Verified,37.4578,26.9721,UNKNOWN
21,Drowning,UNKNOWN,32.0,7.0,Mediterranean,29/10/2015,Reuters España,Verified,35.2446,-3.93175,UNKNOWN
22,Drowning,Middle East/ South Asia,4.0,3.0,Mediterranean,29/10/2015,AP,Partially Verified,36.435,28.2175,UNKNOWN
23,Drowning,Middle East/ South Asia,2.0,,Mediterranean,29/10/2015,AP,Partially Verified,37.7548,26.9778,UNKNOWN
24,UNKNOWN,UNKNOWN,0,8.0,Mediterranean,20/10/2015,IOM Rome,Verified,40.33471832,17.16460254,UNKNOWN
25,Drowning,UNKNOWN,0,1.0,Mediterranean,02/10/2015,IOM Greece,Verified,36.9523,26.9808,UNKNOWN
28,Drowning,Middle East/ South Asia,0,4.0,Mediterranean,29/10/2015,Hurriyet Daily News,Partially Verified,39.47014208,26.59265342,UNKNOWN
29,Drowning,Middle East/ South Asia,0,2.0,Mediterranean,28/10/2015,AP,Verified,39.26981603,26.39030986,UNKNOWN
30,Drowning,Middle East/ South Asia,1.0,3.0,Mediterranean,28/10/2015,Associated Press and Hellenic Coast Guard,Verified,37.7548,26.9778,UNKNOWN
31,Drowning,UNKNOWN,0,3.0,Mediterranean,28/10/2015,Reuters and Al Jazeera,Partially Verified,39.27460011,26.392369800000004,Afghanistan
32,Presumed drowning,Middle East/ South Asia,0,19.0,Mediterranean,28/10/2015,AP,Partially Verified,36.9523,26.9808,UNKNOWN
33,Presumed drowning,Middle East/ South Asia,0,1.0,Mediterranean,01/10/2015,Hellenic Coast Guard,Verified,36.9523,26.9808,UNKNOWN
34,Drowning,UNKNOWN,0,1.0,Mediterranean,28/10/2015,Hellenic Coast Guard,Verified,39.2772578,26.40953594,Afghanistan
35,Died of unknown cause in hospital shortly after rescue,Middle East/ South Asia,0,1.0,Mediterranean,28/10/2015,Hellenic Coast Guard,Verified,37.7548,26.9778,UNKNOWN
36,Drowning,UNKNOWN,13.0,43.0,Mediterranean,28/10/2015,IOM Greece and Hellenic Coast Guard,Verified,39.4277,26.3885,UNKNOWN
37,Drowning,UNKNOWN,1.0,1.0,Mediterranean,27/10/2015,Haberleber,Partially Verified,38.3243,26.28878044,UNKNOWN
38,Drowning,MENA,0,1.0,Mediterranean,26/10/2015,IOM Greece and AP,Verified,38.37315331,26.46039668,Syrian
39,Suffocation,UNKNOWN,0,52.0,Mediterranean,26/08/2015,IOM Rome,Partially Verified,34.3434,15.1172,UNKNOWN
42,UNKNOWN,UNKNOWN,0,1.0,Mediterranean,23/08/2015,IOM Tunisia,Verified,34.8657,12.6049,Nigerian
43,Drowning,Sub-Saharan Africa,0,1.0,Mediterranean,26/10/2015,AFP,Partially Verified,35.88383695,-5.31757345,Guinean
45,Drowning,UNKNOWN,0,43.0,Mediterranean,25/10/2015,Disaster Alert Network,Verified,32.5051,14.5102,UNKNOWN
46,Presumed drowning,Middle East/ South Asia,1.0,4.0,Mediterranean,21/10/2015,WWNT Radio,Partially Verified,39.27406857,26.38001018,UNKNOWN
47,Drowning,Middle East/ South Asia,1.0,2.0,Mediterranean,22/10/2015,Hurriyet Daily News,Partially Verified,39.3192,26.60176279,UNKNOWN
48,Drowning,UNKNOWN,0,6.0,Mediterranean,22/10/2015,Huffington Post,Partially Verified,32.75,13.7167,UNKNOWN
49,Drowning,MENA,11.0,12.0,Mediterranean,22/10/2015,Hurriyet Daily News,Verified,39.41074434,26.58690625,UNKNOWN
50,Drowning,Sub-Saharan Africa,1.0,1.0,Mediterranean,21/10/2015,Desalambre,Partially Verified,35.8894,-5.32135,Senegal
53,UNKNOWN,South East Asia,0,24.0,Southeast Asia,23/08/2015,"BBC, UNHCR",Verified,6.44491,100.205,UNKNOWN
56,Drowning,MENA,1.0,4.0,Mediterranean,19/10/2015,IOM Greece,Verified,36.1495,29.5934,Syrian
57,UNKNOWN,Middle East/ South Asia,0,1.0,Mediterranean,18/10/2015,Hellenic Coast Guard via IOM Greece,Verified,37.2954,27.1127,UNKNOWN
59,Drowning,Middle East,3.0,4.0,Mediterranean,17/10/2015,Hellenic Coast Guard via IOM Greece,Verified,36.9523,26.9808,Iraqi
61,Drowning,MENA,0,13.0,Mediterranean,16/10/2015,Turkish Coast Guard via IOM Turkey,Partially Verified,39.4162,26.4074,Afghanistan
61,Drowning,MENA,0,13.0,Mediterranean,16/10/2015,Turkish Coast Guard via IOM Turkey,Partially Verified,39.4162,26.4074,Syria
62,Presumed drowning,Middle East/ South Asia,1.0,7.0,Mediterranean,15/10/2015,IOM Greece,Verified,39.2889504,26.38824993,UNKNOWN
63,Hit by vehicle,MENA,0,1.0,Europe,15/10/2015,AFP,Partially Verified,50.9342,1.78665,Syrian
64,Hit by train,UNKNOWN,0,1.0,Europe,15/10/2015,Reuters,Partially Verified,50.9364,1.79995,UNKNOWN
65,Shot,MENA,0,1.0,Europe,15/10/2015,BBC,Partially Verified,42.3452,27.1813,Afghanistan
66,Drowning,UNKNOWN,0,3.0,Mediterranean,14/10/2015,Reuters,Partially Verified,39.2772578,26.38550335,Syria
67,Presumed drowning,UNKNOWN,0,1.0,Mediterranean,05/10/2015,IOM Greece,Verified,36.8893,27.1828,UNKNOWN
68,Shot,Central America & Mexico,0,1.0,Central America incl. Mexico,05/10/2015,Agenda Tlaxcala,Partially Verified,19.408,-98.052,UNKNOWN
69,Presumed drowning,Middle East,0,2.0,Mediterranean,03/10/2015,IOM Greece,Verified,36.8915,27.2877,Iraq
70,Drowning,Middle East,2.0,7.0,Mediterranean,14/10/2015,AP,Partially Verified,37.77941392,26.35340986,Lebanese
71,Vehicle accident,Horn of Africa,0,8.0,Horn of Africa,12/10/2015,Horseed Media,Partially Verified,9.5116,49.0868,Ethiopia
72,Drowning,MENA,0,11.0,Mediterranean,10/10/2015,IOM and Daily Star,Verified,31.5548,31.0911,Syrian
72,Drowning,MENA,0,11.0,Mediterranean,10/10/2015,IOM and Daily Star,Verified,31.5548,31.0911,Egyptian
72,Drowning,MENA,0,11.0,Mediterranean,10/10/2015,IOM and Daily Star,Verified,31.5548,31.0911,other African
73,Drowning,MENA,0,1.0,Mediterranean,09/10/2015,IOM Athens and Reuters,Verified,39.28416729999999,26.38550335,Syria
74,Drowning,Sub-Saharan Africa,0,2.0,Mediterranean,09/10/2015,StateWatch.org,Verified,35.9402,-5.4451,Cameroon
74,Drowning,Sub-Saharan Africa,0,2.0,Mediterranean,09/10/2015,StateWatch.org,Verified,35.9402,-5.4451,Guinea
75,Vehicle accident,Caribbean,0,3.0,Caribbean,08/10/2015,Yahoo! News,Partially Verified,18.6046,-70.1862,Haitian
76,Vehicle accident,UNKNOWN,0,1.0,Europe,05/10/2015,Independent.mk,Unverified,42.3092,21.6499,UNKNOWN
77,Presumed drowning,UNKNOWN,0,2.0,Mediterranean,04/10/2015,"Reuters, SBS",Verified,36.8915,27.2877,UNKNOWN
78,Drowning,UNKNOWN,0,95.0,Mediterranean,01/10/2015,Times of Israel,Partially Verified,32.7873,12.7826,UNKNOWN
79,Hit by train,Horn of Africa,0,1.0,Europe,30/09/2015,CNN,Partially Verified,50.9171,1.79277,Eritrea
82,drowning,South Asia,0,2.0,Mediterranean,30/09/2015,IOM Greece,Verified,39.3346,26.4755,Afghan
83,UNKNOWN,South America,0,3.0,Central America incl. Mexico,30/09/2015,El Universo,Partially Verified,19.1738,-96.1342,Ecuadorian
85,Hi by truck,Middle East/ South Asia,0,1.0,Europe,29/09/2015,BBC,Partially Verified,50.9513,1.8586900000000002,Iraqi
86,Drowning,MENA,5.0,1.0,Mediterranean,29/09/2015,Hurriyet Daily News,Partially verified,40.6765414,25.94885313,Syria
87,Crushed to death,Middle East/ South Asia,0,1.0,Europe,29/09/2015,BBC,Partially Verified,50.9513,1.8586900000000002,Iraqi
89,Drowning,MENA,0,17.0,Mediterranean,27/09/2015,Hurriyet Daily News,Partially Verified,37.01356685,27.181960399999998,Mostly from Syria
89,Drowning,MENA,0,17.0,Mediterranean,27/09/2015,Hurriyet Daily News,Partially Verified,37.01356685,27.181960399999998,possibly some from Iraq
91,Presumed drowning,Middle East/ South Asia,0,1.0,Mediterranean,24/09/2015,Hellenic Coast Guard via IOM Greece,Verified,37.4667,26.9667,UNKNOWN
92,Hit by train,Horn of Africa,0,1.0,Europe,24/09/2015,BBC,Partially Verified,50.9232,1.78285,Likely Eritrea
94,Presumed drowning,Middle East/ South Asia,0,1.0,Mediterranean,23/09/2015,IOM Greece,Verified,39.3671,26.1751,UNKNOWN
95,Presumed drowning,Middle East/ South Asia,0,1.0,Mediterranean,22/09/2015,IOM Greece/AFP,Partially Verified,39.3824,26.4864,UNKNOWN
97,Drowning,Middle East,24.0,2.0,Mediterranean,20/09/2015,IOM Greece,Verified,39.4196,26.4507,Syrian Kurds
98,Drowning,Middle East/ South Asia,2.0,,Mediterranean,20/09/2015,Coast Guard Command,Verified,39.2357,26.665,UNKNOWN
100,Drowning. Boat collided with ferry,Middle East/ South Asia,13.0,13.0,Mediterranean,20/09/2015,IOM/Coast Guard Command/Indian Express,Partially Verified,39.44556183,26.04287441,UNKNOWN
101,Fell from train,Central America & Mexico,0,1.0,Central America incl. Mexico,20/09/2015,Red-accion,Partially Verified,19.7098,-98.9715,UNKNOWN
102,Drowning,Middle East,0,13.0,Mediterranean,19/09/2015,IOM Greece,Verified,39.3877,26.4315,Syria
103,Drowning,MENA,0,1.0,Mediterranean,18/09/2015,Anadolu Agency,Partially Verified,38.32860933,26.29358696,Syrian
104,Electrocution,Middle East/ South Asia,0,1.0,Europe,18/09/2015,BBC,Partially Verified,50.9515,1.8457,Syria
105,UNKNOWN,Sub-Saharan Africa,0,1.0,Mediterranean,17/09/2015,Migrant Offshore Aid Station (MOAS),Verified,33.7243,14.436,Nigerian
106,Drowning,Middle East,0,22.0,Mediterranean,15/09/2015,RTE News and Turkish Coast Guard,Verified,36.7191,27.3388,Reported as unspecified nationals of Syria
106,Drowning,Middle East,0,22.0,Mediterranean,15/09/2015,RTE News and Turkish Coast Guard,Verified,36.7191,27.3388,Afghanistan
106,Drowning,Middle East,0,22.0,Mediterranean,15/09/2015,RTE News and Turkish Coast Guard,Verified,36.7191,27.3388,Iraq
106,Drowning,Middle East,0,22.0,Mediterranean,15/09/2015,RTE News and Turkish Coast Guard,Verified,36.7191,27.3388,Iran
107,Drowning,MENA,0,2.0,Mediterranean,14/09/2015,Hurriyet Daily News,Partially Verified,38.00701904,27.10185693,Syrian
108,Drowning,MENA,0,1.0,Mediterranean,05/09/2015,IOM Greece,Verified,37.5005,27.0791,Syria
109,Hit by vehicle,Horn of Africa,0,1.0,Europe,24/07/2015,The Express,Partially Verified,50.1487,1.88965,Eritrea
111,Presumed drowning,UNKNOWN,0,10.0,Mediterranean,02/05/2015,BBC/CBC,Partially Verified,35.4607,14.4141,UNKNOWN
112,UNKNOWN,South East Asia,0,36.0,Southeast Asia,01/05/2015,Arakan Project,Verified,7.189769999999999,100.595,Rohingya
113,"Unknown, torture involved",South East Asia,0,106.0,Southeast Asia,25/05/2015,BBC,Partially Verified,6.44491,100.5785352,Myanmar
114,Train accident,MENA,0,1.0,Europe,24/04/2015,Radio Free Europe,Partially Verified,41.5579,21.8188,Afghanistan
119,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,21/04/2015,Televisa,Partially Verified,27.49541266,-99.52264916,UNKNOWN
120,Drowning,UNKNOWN,0,3.0,Mediterranean,20/04/2015,Reuters,Partially Verified,36.35278241,27.93825898,Eritrea (2)
120,Drowning,UNKNOWN,0,3.0,Mediterranean,20/04/2015,Reuters,Partially Verified,36.35278241,27.93825898,Syria (1)
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Syria
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Somalia
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Gambia
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Ivory Coast
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Mali
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Tunisia
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Sierra Leone
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Bangladesh
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Algeria
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Egypt
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Niger
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Zambia
121,"Drowning, Asphyxiation",UNKNOWN,0,750.0,Mediterranean,18/04/2015,IOM Italy,Verified,35.03,14.6777,Ghana
122,Burns from cooking gas explosion in connection house in Libya,Sub-Saharan Africa,0,1.0,Mediterranean,17/04/2015,UNHCR,Verified,35.1738,17.2266,Eritrea or Somalia
123,Drowning,Sub-Saharan Africa,0,41.0,Mediterranean,16/04/2015,BBC and CBC,Partially Verified,35.7465,14.4141,Survivors from Nigeria
123,Drowning,Sub-Saharan Africa,0,41.0,Mediterranean,16/04/2015,BBC and CBC,Partially Verified,35.7465,14.4141,Ghana
123,Drowning,Sub-Saharan Africa,0,41.0,Mediterranean,16/04/2015,BBC and CBC,Partially Verified,35.7465,14.4141,Niger
124,Drowning after being thrown overboard by other passengers,Sub-Saharan Africa,12.0,,Mediterranean,16/04/2015,BBC and CBC,Partially Verified,34.8859,14.4141,Ghana
124,Drowning after being thrown overboard by other passengers,Sub-Saharan Africa,12.0,,Mediterranean,16/04/2015,BBC and CBC,Partially Verified,34.8859,14.4141,Nigeria
125,Drowning,UNKNOWN,391.0,9.0,Mediterranean,13/04/2015,Guardian,Partially Verified,36.1734,17.57260684,UNKNOWN
127,Drowning,East Asia,15.0,,East Asia,27/02/2015,Jakarta Post,Partially Verified,22.2,113.667,China
129,Drowning,Caribbean,3.0,,Caribbean,11/04/2015,The Tico Times,Partially Verified,24.3471,-78.6237,Costa rica
130,Drowning,UNKNOWN,0,1.0,Mediterranean,10/04/2015,Reuters,Verified,35.4607,13.1396,Survivors from Syria
130,Drowning,UNKNOWN,0,1.0,Mediterranean,10/04/2015,Reuters,Verified,35.4607,13.1396,Iraq
130,Drowning,UNKNOWN,0,1.0,Mediterranean,10/04/2015,Reuters,Verified,35.4607,13.1396,and Somalia
131,Drowning,Horn of Africa,0,2.0,Mediterranean,10/04/2015,Global Post,Partially Verified,32.2144,30.8706,Somalia (1) Eritrea (1)
132,Drowning,Caribbean,19.0,21.0,Caribbean,09/04/2015,IN. com,Partially Verified,18.9251,-72.7247,Haiti
133,Drowning,MENA,4.0,7.0,Mediterranean,06/04/2015,SALON,Partially Verified,36.7171,27.7259,Syria
133,Drowning,MENA,4.0,7.0,Mediterranean,06/04/2015,SALON,Partially Verified,36.7171,27.7259,Iraq
135,Drowning,Central America,0,1.0,U.S./Mexico Border,13/04/2015,Televisa,Partially Verified,29.1761,-103.69200000000001,Mexican
136,Drowning,Caribbean,0,1.0,Caribbean,03/04/2015,Caribbean News Now,Partially Verified,18.1354,-67.7856,Cuba or Dominican Republic
141,Drowning,Sub-Saharan Africa,0,3.0,Mediterranean,19/03/2015,IOM Tunisa,Verified,33.7123,11.4474,1 Nigerian
141,Drowning,Sub-Saharan Africa,0,3.0,Mediterranean,19/03/2015,IOM Tunisa,Verified,33.7123,11.4474,others unknown. Survivors all from Sub-Saharan Africa
143,Drowning,MENA,3.0,5.0,Mediterranean,17/03/2015,IOM Turkey,Verified,37.02007328,27.40131626,Syria
143,Drowning,MENA,3.0,5.0,Mediterranean,17/03/2015,IOM Turkey,Verified,37.02007328,27.40131626,Iraq
144,Train accident,Central America & Mexico,0,6.0,Central America incl. Mexico,17/03/2015,South China Morning Post,Partially Verified,18.0623,-93.5596,Honduras
145,Drowning,UNKNOWN,8.0,4.0,North Africa,11/03/2015,Departamento 19,Partially Verified,27.9202,-15.5474,UNKNOWN
146,Hypothermia,MENA,0,2.0,Middle East ,10/03/2015,BGN news,Partially Verified,41.7713,26.9385,Ethnic Yazidis (Iraq)
147,Drowning,Horn of Africa,0,42.0,Horn of Africa,09/03/2015,The Washington Post,Partially Verified,13.5819,49.4824,UNKNOWN
148,Drowning,UNKNOWN,0,4.0,North Africa,08/03/2015,ANSA Med,Verified,29.5145,-12.7687,UNKNOWN
150,Drowning,UNKNOWN,40.0,10.0,Mediterranean,03/03/2015,IOM Rome,Verified,36.0313,13.3594,Eritrea
150,Drowning,UNKNOWN,40.0,10.0,Mediterranean,03/03/2015,IOM Rome,Verified,36.0313,13.3594,Sudan
151,Drowning,Central America & Mexico,0,1.0,Central America incl. Mexico,09/03/2015,SinEmbargo,Partially Verified,17.4987,-91.9804,UNKNOWN
156,"Unclear, possibly related to earlier beating by truck driver",Horn of Africa,0,1.0,Europe,14/02/2015,Calais Migrant Solidarity,Verified,50.9513,1.8586900000000002,Ethiopian
157,Drowning,Sub-Saharan Africa,103.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.2935,12.6672,Senegal
157,Drowning,Sub-Saharan Africa,103.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.2935,12.6672,Ivory Coast
157,Drowning,Sub-Saharan Africa,103.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.2935,12.6672,Gambia
157,Drowning,Sub-Saharan Africa,103.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.2935,12.6672,Guinea
157,Drowning,Sub-Saharan Africa,103.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.2935,12.6672,Niger
157,Drowning,Sub-Saharan Africa,103.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.2935,12.6672,Mali and Mauritania
158,Drowning,Sub-Saharan Africa,100.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3616,12.9858,Senegal
158,Drowning,Sub-Saharan Africa,100.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3616,12.9858,Ivory Coast
158,Drowning,Sub-Saharan Africa,100.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3616,12.9858,Gambia
158,Drowning,Sub-Saharan Africa,100.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3616,12.9858,Guinea
158,Drowning,Sub-Saharan Africa,100.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3616,12.9858,Niger
158,Drowning,Sub-Saharan Africa,100.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3616,12.9858,Mali and Mauritania
159,Drowning,Sub-Saharan Africa,104.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3797,12.8101,Senegal
159,Drowning,Sub-Saharan Africa,104.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3797,12.8101,Ivory Coast
159,Drowning,Sub-Saharan Africa,104.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3797,12.8101,Gambia
159,Drowning,Sub-Saharan Africa,104.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3797,12.8101,Guinea
159,Drowning,Sub-Saharan Africa,104.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3797,12.8101,Niger
159,Drowning,Sub-Saharan Africa,104.0,,Mediterranean,09/02/2015,IOM Rome,Verified,34.3797,12.8101,Mali and Mauritania
160,Hypothermia,Sub-Saharan Africa,0,29.0,Mediterranean,08/02/2015,IOM Rome,Verified,34.579,12.4365,Ivory Coast (15)
160,Hypothermia,Sub-Saharan Africa,0,29.0,Mediterranean,08/02/2015,IOM Rome,Verified,34.579,12.4365,Mali (7)
160,Hypothermia,Sub-Saharan Africa,0,29.0,Mediterranean,08/02/2015,IOM Rome,Verified,34.579,12.4365,Senegal (5)
160,Hypothermia,Sub-Saharan Africa,0,29.0,Mediterranean,08/02/2015,IOM Rome,Verified,34.579,12.4365,Guinea (1)
160,Hypothermia,Sub-Saharan Africa,0,29.0,Mediterranean,08/02/2015,IOM Rome,Verified,34.579,12.4365,Mauritania (1)
161,Drowning,MENA,2.0,7.0,Mediterranean,07/02/2015,MENAFN - Khaleej Times,Partially Verified,36.59079898,28.24872051,Iran and Iraq
164,Drowning,Horn of Africa,0,3.0,Horn of Africa,02/02/2015,IOM Yemen,Verified,12.5331,47.9224,UNKNOWN
165,Drowning,Horn of Africa,33.0,3.0,Horn of Africa,02/02/2015,IOM Yemen,Verified,12.8994,43.3632,Ethiopia and Somalia
167,Drowning,Sub-Saharan Africa,2.0,8.0,Mediterranean,30/01/2015,AP,Partially Verified,35.4043,-2.86119,Guinea Conakry
168,Drowning,South East Asia,49.0,8.0,Southeast Asia,29/01/2015,Xinhaunet,Partially Verified,16.4181,89.605,Bangladesh
169,UNKNOWN,Caribbean,0,1.0,Caribbean,28/01/2015,Haiti Press Network,Partially Verified,19.7648,-71.4299,Haiti
173,UNKNOWN,Sub-Saharan Africa,20.0,1.0,Mediterranean,22/01/2015,Times of Malta,Partially Verified,35.913000000000004,14.1659,Survivors from Burkina Faso
173,UNKNOWN,Sub-Saharan Africa,20.0,1.0,Mediterranean,22/01/2015,Times of Malta,Partially Verified,35.913000000000004,14.1659,Malia
173,UNKNOWN,Sub-Saharan Africa,20.0,1.0,Mediterranean,22/01/2015,Times of Malta,Partially Verified,35.913000000000004,14.1659,Guinea
173,UNKNOWN,Sub-Saharan Africa,20.0,1.0,Mediterranean,22/01/2015,Times of Malta,Partially Verified,35.913000000000004,14.1659,and the Ivory Coast
174,Drowning,UNKNOWN,36.0,9.0,Mediterranean,16/01/2015,Almanar News,Partially Verified,32.6102,14.5323,Reported as unspecified nationals of Africa
175,Severe exhaustion and dehydration,South East Asia,0,2.0,Southeast Asia,14/01/2015,Mizzima,Partially Verified,8.04445,100.28399999999999,Ethnic Rohingya
176,Beating/shot by traffickers,South East Asia,0,1.0,Southeast Asia,11/01/2015,Reuters,Partially Verified,8.04445,100.28399999999999,Ethnic Rohingya
180,Drowning,Sub-Saharan Africa,0,2.0,Sub-Saharan Africa,07/01/2015,TNA Media,Partially Verified,-22.169,29.81,Zimbabwe
183,Drowning,Caribbean,0,1.0,Caribbean,03/01/2015,Cayman Compass,Partially Verified,19.2347,-81.3881,Cuba
184,UNKNOWN,Horn of Africa,0,1.0,Horn of Africa,01/01/2015,IOM Yemen,Verified,13.5697,44.0146,Reported as unspecified nationals of Horn of Africa
185,UNKNOWN,Horn of Africa,0,1.0,Horn of Africa,01/01/2015,IOM Yemen,Verified,13.149000000000001,44.8505,Reported as unspecified nationals of the Horn of Africa
188,Shot,Horn of Africa,0,1.0,Horn of Africa,01/01/2015,Regional Mixed Migration Secretariat,Verified,10.9196,41.9266,Ethiopian
189,Starvation,Horn of Africa,0,2.0,Horn of Africa,01/01/2015,Regional Mixed Migration Secretariat,Verified,11.9647,43.2884,Somalia
193,Drowning,MENA,9.0,,Mediterranean,29/12/2014,IOM Turkey via TCGC,Verified,36.99930035,27.36417998,Syrian Arab Republic
194,Drowning,MENA,0,2.0,Mediterranean,28/12/2014,Saudi Press Agency,Partially Verified,39.9771,19.0503,Syrian Arab Republic
195,UNKNOWN,UNKNOWN,30.0,,Mediterranean,24/12/2014,IOM Rome,Verified,34.3071,16.6113,UNKNOWN
196,Drowning,UNKNOWN,0,5.0,Mediterranean,23/12/2014,ANSA English,Partially Verified,34.8138,13.7109,UNKNOWN
197,Drowning,UNKNOWN,0,9.0,Mediterranean,19/12/2014,Reuters,Partially Verified,35.8468,-5.80353,UNKNOWN
198,Drowning,Caribbean,0,1.0,Caribbean,16/12/2014,Miami Herald,Partially Verified,23.6445,-80.2881,Cuba
199,Vehicle accident,MENA,0,1.0,Europe,12/12/2014,Calais Migrant Solidarity,Verified,51.1208,1.0437,Sudan
200,Drowning,Horn of Africa,3.0,21.0,Horn of Africa,07/12/2014,IOM Yemen,Verified,13.1383,43.1598,Ethiopia
201,Presumed drowning,Sub-Saharan Africa,23.0,,Mediterranean,05/12/2014,Press TV,Partially Verified,36.3992,-2.38403,Reported as unspecified nationals of Sub-Saharan Africa
202,Hypothermia,Sub-Saharan Africa,0,17.0,Mediterranean,05/12/2014,IOM Rome,Verified,34.1618,13.0737,Reported as unspecified nationals of Sub-Saharan Africa
203,Unknown (found on motorway),UNKNOWN,0,1.0,Europe,01/12/2014,Calais Migrant Solidarity,Verified,50.8476,1.7578099999999999,UNKNOWN
204,Burned to death hiding in truck,UNKNOWN,0,2.0,Europe,19/11/2014,Daily Mail,Verified,50.9966,2.2574,UNKNOWN
205,Drowning,Sub-Saharan Africa,6.0,,Mediterranean,25/11/2014,IOM Rome,Verified,35.9246,13.1616,Reported as unspecified nationals of Sub-Saharan Africa
